NAME,POPULATION,CITY,STATE,COUNTY,COUNTYFIPS,INST_SIZE,TOT_ENROLL,TOT_EMP
UNION COLLEGE,1051,LINCOLN,NE,LANCASTER,31109,1,770,281
WESTMINSTER COLLEGE,848,FULTON,MO,CALLAWAY,29027,1,655,193
THOMAS UNIVERSITY,1793,THOMASVILLE,GA,THOMAS,13275,2,1528,265
ALBANY MEDICAL COLLEGE,3249,ALBANY,NY,ALBANY,36001,1,828,2421
UNIVERSITY OF ROCHESTER,21608,ROCHESTER,NY,MONROE,36055,4,12233,9375
RUSSELL SAGE COLLEGE,2814,TROY,NY,RENSSELAER,36083,2,2448,366
UNITEK COLLEGE,2489,FREMONT,CA,ALAMEDA,06001,2,2147,342
UNIVERSITY OF CENTRAL FLORIDA,75764,ORLANDO,FL,ORANGE,12095,5,69402,6362
PACIFIC RIM CHRISTIAN UNIVERSITY,193,HONOLULU,HI,HONOLULU,15003,1,145,48
WEST COAST UNIVERSITY-ONTARIO,2380,ONTARIO,CA,SAN BERNARDINO,06071,2,2058,322
STRAYER UNIVERSITY-GLOBAL REGION,12930,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,4,11608,1322
REMINGTON COLLEGE-HEATHROW CAMPUS,398,LAKE MARY,FL,SEMINOLE,12117,1,367,31
UNIVERSITY OF PHOENIX-GEORGIA,54,ATLANTA,GA,FULTON,13121,1,54,-999
BRIDGEVALLEY COMMUNITY & TECHNICAL COLLEGE,2026,SOUTH CHARLESTON,WV,KANAWHA,54039,2,1776,250
ARIZONA COLLEGE-LAS VEGAS,706,LAS VEGAS,NV,CLARK,32003,1,597,109
STRAYER UNIVERSITY-ARKANSAS,510,LITTLE ROCK,AR,PULASKI,05119,1,496,14
STEVENS-HENAGER COLLEGE,226,BOISE,ID,ADA,16001,1,180,46
NORTHERN BAPTIST THEOLOGICAL SEMINARY,296,LISLE,IL,DUPAGE,17043,1,265,31
TRINE UNIVERSITY,4607,ANGOLA,IN,STEUBEN,18151,2,3970,637
CHEYNEY UNIVERSITY OF PENNSYLVANIA,769,CHEYNEY,PA,DELAWARE,42045,1,616,153
KEISER UNIVERSITY-FT LAUDERDALE,23125,FORT LAUDERDALE,FL,BROWARD,12011,4,19567,3558
SAN FRANCISCO STATE UNIVERSITY,32432,SAN FRANCISCO,CA,SAN FRANCISCO,06075,5,29032,3400
BAKER UNIVERSITY,3123,BALDWIN CITY,KS,DOUGLAS,20045,2,2595,528
AUSTIN PEAY STATE UNIVERSITY,12423,CLARKSVILLE,TN,MONTGOMERY,47125,4,11048,1375
THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,33178,EDINBURG,TX,HIDALGO,48215,5,29113,4065
PURDUE UNIVERSITY FORT WAYNE,11581,FORT WAYNE,IN,ALLEN,18003,4,10208,1373
WESTERN MICHIGAN UNIVERSITY,24741,KALAMAZOO,MI,KALAMAZOO,26077,5,21470,3271
ALLEGHENY COLLEGE,2241,MEADVILLE,PA,CRAWFORD,42039,2,1775,466
LINCOLN MEMORIAL UNIVERSITY,6183,HARROGATE,TN,CLAIBORNE,47025,2,4867,1316
CHARLESTON SCHOOL OF LAW,739,CHARLESTON,SC,CHARLESTON,45019,1,612,127
BERRY COLLEGE,2613,MOUNT BERRY,GA,FLOYD,13115,2,2034,579
VILLANOVA UNIVERSITY,13764,VILLANOVA,PA,DELAWARE,42045,4,10848,2916
CAMPBELLSVILLE UNIVERSITY,13486,CAMPBELLSVILLE,KY,TAYLOR,21217,4,12381,1105
ATLANTA'S JOHN MARSHALL LAW SCHOOL,355,ATLANTA,GA,FULTON,13121,1,279,76
OTTAWA UNIVERSITY-MILWAUKEE,275,BROOKFIELD,WI,WAUKESHA,55133,1,236,39
CUNY BROOKLYN COLLEGE,20561,BROOKLYN,NY,KINGS,36047,4,17811,2750
LITTLE PRIEST TRIBAL COLLEGE,222,WINNEBAGO,NE,THURSTON,31173,1,133,89
MCCORMICK THEOLOGICAL SEMINARY,300,CHICAGO,IL,COOK,17031,1,215,85
MEADVILLE LOMBARD THEOLOGICAL SCHOOL,107,CHICAGO,IL,COOK,17031,1,74,33
RABBINICAL COLLEGE OF AMERICA,261,MORRISTOWN,NJ,MORRIS,34027,1,222,39
"NASHOTAH HOUSE",98,"NASHOTAH",WI,WAUKESHA,55133,1,57,41
PINE MANOR COLLEGE,535,CHESTNUT HILL,MA,NORFOLK,25021,1,364,171
BECKER COLLEGE,2137,WORCESTER,MA,WORCESTER,25027,2,1698,439
OHR HAMEIR THEOLOGICAL SEMINARY,106,PEEKSKILL,NY,WESTCHESTER,36119,1,89,17
METHODIST UNIVERSITY,2571,FAYETTEVILLE,NC,CUMBERLAND,37051,2,1968,603
UNIVERSITY OF DAYTON,14709,DAYTON,OH,MONTGOMERY,39113,4,11473,3236
YESHIVAH GEDOLAH RABBINICAL COLLEGE,35,MIAMI BEACH,FL,MIAMI-DADE,12086,1,30,5
HERZING UNIVERSITY-KENNER,484,KENNER,LA,JEFFERSON,22051,1,452,32
CALIFORNIA STATE UNIVERSITY-CHANNEL ISLANDS,8519,CAMARILLO,CA,VENTURA,06111,3,7525,994
FRANKLIN UNIVERSITY,7278,COLUMBUS,OH,FRANKLIN,39049,3,6031,1247
SAINT MARY-OF-THE-WOODS COLLEGE,1399,SAINT MARY OF THE WOODS,IN,VIGO,18167,2,1094,305
WRIGHT STATE UNIVERSITY-MAIN CAMPUS,14602,DAYTON,OH,GREENE,39057,4,12356,2246
UTAH VALLEY UNIVERSITY,45695,OREM,UT,UTAH,49049,5,41728,3967
WEST LIBERTY UNIVERSITY,2880,WEST LIBERTY,WV,OHIO,54069,2,2496,384
ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,15423,JONESBORO,AR,CRAIGHEAD,05031,4,13356,2067
UNIVERSITY OF NEW ORLEANS,9460,NEW ORLEANS,LA,ORLEANS,22071,3,8231,1229
NEW ORLEANS BAPTIST THEOLOGICAL SEMINARY,3056,NEW ORLEANS,LA,ORLEANS,22071,2,2593,463
UNIVERSITY OF HOLY CROSS,1311,NEW ORLEANS,LA,ORLEANS,22071,2,1102,209
THE WRIGHT INSTITUTE,615,BERKELEY,CA,ALAMEDA,06001,1,487,128
SUL ROSS STATE UNIVERSITY,2857,ALPINE,TX,BREWSTER,48043,2,2406,451
DALLAS BAPTIST UNIVERSITY,5033,DALLAS,TX,DALLAS,48113,2,4487,546
PHILANDER SMITH COLLEGE,1203,LITTLE ROCK,AR,PULASKI,05119,1,996,207
MERCER UNIVERSITY,10676,MACON,GA,BIBB,13021,3,8740,1936
MERCY COLLEGE OF HEALTH SCIENCES,974,DES MOINES,IA,POLK,19153,1,795,179
YESHIVA DERECH CHAIM,162,BROOKLYN,NY,KINGS,36047,1,133,29
EAST WEST COLLEGE OF NATURAL MEDICINE,104,SARASOTA,FL,SARASOTA,12115,1,79,25
GOLDEY-BEACOM COLLEGE,1507,WILMINGTON,DE,NEW CASTLE,10003,2,1327,180
MISSISSIPPI UNIVERSITY FOR WOMEN,3240,COLUMBUS,MS,LOWNDES,28087,2,2811,429
BELLARMINE UNIVERSITY,4106,LOUISVILLE,KY,JEFFERSON,21111,2,3331,775
YESHIVA BAIS AHARON,41,LAKEWOOD,NJ,OCEAN,34029,1,31,10
WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL,37,ELKHORN,WI,WALWORTH,55127,1,19,18
UNIVERSITY OF PUERTO RICO-UTUADO,875,UTUADO,PR,UTUADO,72141,1,675,200
HODGES UNIVERSITY,1204,"NAPLES",FL,COLLIER,12021,1,977,227
INDIANA INSTITUTE OF TECHNOLOGY-COLLEGE OF PROFESSIONAL STUDIES,4157,FORT WAYNE,IN,ALLEN,18003,2,4157,-999
INTERNATIONAL TECHNOLOGICAL UNIVERSITY,591,SAN JOSE,CA,SANTA CLARA,06085,1,532,59
BAKKE GRADUATE UNIVERSITY,92,DALLAS,TX,DALLAS,48113,1,81,11
CALIFORNIA CHRISTIAN COLLEGE,26,FRESNO,CA,FRESNO,06019,1,11,15
CHAMBERLAIN UNIVERSITY-NORTH CAROLINA,226,CHARLOTTE,NC,MECKLENBURG,37119,1,187,39
AANIIIH NAKODA COLLEGE,186,HARLEM,MT,BLAINE,30005,1,131,55
CONCORDIA SEMINARY,748,SAINT LOUIS,MO,ST. LOUIS,29189,1,593,155
TRINITY COLLEGE,2983,HARTFORD,CT,HARTFORD,09003,2,2234,749
WESTERN CONNECTICUT STATE UNIVERSITY,6700,DANBURY,CT,FAIRFIELD,09001,3,5631,1069
UNIVERSITY OF CENTRAL MISSOURI,12616,WARRENSBURG,MO,JOHNSON,29101,4,11229,1387
ALCORN STATE UNIVERSITY,4264,ALCORN STATE,MS,CLAIBORNE,28021,2,3523,741
UNIVERSIDAD PENTECOSTAL MIZPA,287,RIO PIEDRAS,PR,SAN JUAN,72127,1,210,77
UNIVERSITY OF PROVIDENCE,1215,GREAT FALLS,MT,CASCADE,30013,1,998,217
UNIVERSITY OF NEW HAVEN,7990,WEST HAVEN,CT,NEW HAVEN,09009,3,6793,1197
POST UNIVERSITY,11959,WATERBURY,CT,NEW HAVEN,09009,4,10642,1317
AMERICAN CONSERVATORY THEATER,130,SAN FRANCISCO,CA,SAN FRANCISCO,06075,1,43,87
WARTBURG THEOLOGICAL SEMINARY,251,DUBUQUE,IA,DUBUQUE,19061,1,186,65
WILSON COLLEGE,1916,CHAMBERSBURG,PA,FRANKLIN,42055,2,1618,298
IGLOBAL UNIVERSITY,358,VIENNA,VA,FAIRFAX,51059,1,299,59
STRAYER UNIVERSITY-NEW JERSEY,1007,CHERRY HILL,NJ,CAMDEN,34007,1,973,34
UNIVERSITY OF ALASKA ANCHORAGE,14939,ANCHORAGE,AK,ANCHORAGE,02020,4,12766,2173
CHRISTIE'S EDUCATION,96,NEW YORK,NY,NEW YORK,36061,1,83,13
HILLSDALE COLLEGE,2278,HILLSDALE,MI,HILLSDALE,26059,2,1526,752
UNIVERSITY OF PHOENIX-ARIZONA,103562,PHOENIX,AZ,MARICOPA,04013,5,94724,8838
UNIVERSITY OF PHOENIX-NORTH CAROLINA,29,CHARLOTTE,NC,MECKLENBURG,37119,1,29,-999
NORTHERN VERMONT UNIVERSITY,2823,JOHNSON,VT,LAMOILLE,50015,2,2376,447
CENTRAL WASHINGTON UNIVERSITY,13317,ELLENSBURG,WA,KITTITAS,53037,4,11658,1659
WESTERN KENTUCKY UNIVERSITY,20780,BOWLING GREEN,KY,WARREN,21227,4,18171,2609
AMERICAN ISLAMIC COLLEGE,29,CHICAGO,IL,COOK,17031,1,16,13
UNIVERSITY OF MIAMI,30313,CORAL GABLES,FL,MIAMI-DADE,12086,4,17811,12502
BREWTON-PARKER COLLEGE,1019,MOUNT VERNON,GA,MONTGOMERY,13209,1,888,131
BUCKNELL UNIVERSITY,5084,LEWISBURG,PA,UNION,42119,2,3697,1387
EDINBORO UNIVERSITY OF PENNSYLVANIA,5328,EDINBORO,PA,ERIE,42049,2,4646,682
SAINT FRANCIS UNIVERSITY,3497,LORETTO,PA,CAMBRIA,42021,2,2930,567
ALBRIGHT COLLEGE,2177,READING,PA,BERKS,42011,2,1758,419
YESHIVA OF MACHZIKAI HADAS,502,BROOKLYN,NY,KINGS,36047,1,468,34
BETHESDA UNIVERSITY,469,ANAHEIM,CA,ORANGE,06059,1,397,72
STANFORD UNIVERSITY,34049,STANFORD,CA,SANTA CLARA,06085,4,17249,16800
WILLIAMSON CHRISTIAN COLLEGE,98,FRANKLIN,TN,WILLIAMSON,47187,1,60,38
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO,9162,SAN ANTONIO,TX,BEXAR,48029,2,3386,5776
SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY,2984,RAPID CITY,SD,PENNINGTON,46103,2,2525,459
INDIANA UNIVERSITY-SOUTHEAST,5560,NEW ALBANY,IN,FLOYD,18043,2,4882,678
BALDWIN WALLACE UNIVERSITY,4476,BEREA,OH,CUYAHOGA,39035,2,3504,972
BROOKLINE COLLEGE-PHOENIX,1507,PHOENIX,AZ,MARICOPA,04013,2,1451,56
PITZER COLLEGE,1420,CLAREMONT,CA,LOS ANGELES,06037,2,1086,334
POMONA COLLEGE,2475,CLAREMONT,CA,LOS ANGELES,06037,2,1637,838
SIMPSON UNIVERSITY,1061,REDDING,CA,SHASTA,06089,1,854,207
FORDHAM UNIVERSITY,20477,BRONX,NY,BRONX,36005,4,16972,3505
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,23406,SANTA CRUZ,CA,SANTA CRUZ,06087,4,19494,3912
MARYVILLE COLLEGE,1523,MARYVILLE,TN,BLOUNT,47009,2,1143,380
HUNTINGDON COLLEGE,1285,MONTGOMERY,AL,MONTGOMERY,01101,2,1008,277
UNION PRESBYTERIAN SEMINARY,277,RICHMOND,VA,RICHMOND (CITY),51760,1,165,112
UNIVERSITY OF EVANSVILLE,2957,EVANSVILLE,IN,VANDERBURGH,18163,2,2371,586
NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,1278,OMAHA,NE,DOUGLAS,31055,2,1128,150
ANTIOCH UNIVERSITY-SANTA BARBARA,436,SANTA BARBARA,CA,SANTA BARBARA,06083,1,325,111
MACMURRAY COLLEGE,746,JACKSONVILLE,IL,MORGAN,17137,1,588,158
BELLEVUE UNIVERSITY,12602,BELLEVUE,NE,SARPY,31153,4,11637,965
PRATT INSTITUTE-MAIN,6930,BROOKLYN,NY,KINGS,36047,3,5069,1861
SUNY COLLEGE AT OSWEGO,9189,OSWEGO,NY,OSWEGO,36075,3,7830,1359
TEXAS LUTHERAN UNIVERSITY,1758,SEGUIN,TX,GUADALUPE,48187,2,1476,282
BELHAVEN UNIVERSITY,5491,JACKSON,MS,HINDS,28049,2,4574,917
SETON HALL UNIVERSITY,12280,SOUTH ORANGE,NJ,ESSEX,34013,4,10219,2061
KENT STATE UNIVERSITY AT KENT,32023,KENT,OH,PORTAGE,39133,5,27716,4307
SOUTHWEST COLLEGE OF NATUROPATHIC MEDICINE & HEALTH SCIENCES,512,TEMPE,AZ,MARICOPA,04013,1,348,164
UNITED STATES SPORTS ACADEMY,551,DAPHNE,AL,BALDWIN,01003,1,499,52
RHODE ISLAND COLLEGE,8775,PROVIDENCE,RI,PROVIDENCE,44007,3,7523,1252
MIDDLEBURY COLLEGE,3868,MIDDLEBURY,VT,ADDISON,50001,2,2657,1211
WILLIAM & MARY,11670,WILLIAMSBURG,VA,WILLIAMSBURG (CITY),51830,3,8773,2897
NEBRASKA CHRISTIAN COLLEGE OF HOPE INTERNATIONAL UNIVERSITY,159,PAPILLION,NE,SARPY,31153,1,111,48
DIGIPEN INSTITUTE OF TECHNOLOGY,1448,REDMOND,WA,KING,53033,2,1174,274
AMERICAN INTERCONTINENTAL UNIVERSITY-HOUSTON,367,HOUSTON,TX,HARRIS,48201,1,304,63
GRAND VIEW UNIVERSITY,2273,DES MOINES,IA,POLK,19153,2,1889,384
REED COLLEGE,2054,PORTLAND,OR,MULTNOMAH,41051,2,1471,583
CEDAR CREST COLLEGE,1968,ALLENTOWN,PA,LEHIGH,42077,2,1526,442
HAMPTON UNIVERSITY,5373,HAMPTON,VA,HAMPTON (CITY),51650,2,4293,1080
AMRIDGE UNIVERSITY,917,MONTGOMERY,AL,MONTGOMERY,01101,1,833,84
CALIFORNIA STATE UNIVERSITY-CHICO,19079,CHICO,CA,BUTTE,06007,4,17110,1969
FORT VALLEY STATE UNIVERSITY,3294,FORT VALLEY,GA,PEACH,13225,2,2624,670
LANE COLLEGE,1485,JACKSON,TN,MADISON,47113,2,1267,218
NICHOLLS STATE UNIVERSITY,7214,THIBODAUX,LA,LAFOURCHE,22057,3,6491,723
SAN DIEGO STATE UNIVERSITY,39244,SAN DIEGO,CA,SAN DIEGO,06073,5,35544,3700
PITTSBURG STATE UNIVERSITY,7620,PITTSBURG,KS,CRAWFORD,20037,3,6645,975
FORT HAYS STATE UNIVERSITY,17292,HAYS,KS,ELLIS,20051,4,15908,1384
UNIVERSITY OF UTAH,47586,SALT LAKE CITY,UT,SALT LAKE,49035,5,32852,14734
LIPSCOMB UNIVERSITY,5819,"NASHVILLE",TN,DAVIDSON,47037,2,4595,1224
SAINT VINCENT COLLEGE,2241,LATROBE,PA,WESTMORELAND,42129,2,1739,502
CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY,99,CHARLOTTE,NC,MECKLENBURG,37119,1,79,20
CENTRAL CONNECTICUT STATE UNIVERSITY,12780,NEW BRITAIN,CT,HARTFORD,09003,4,11154,1626
EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE,324,SANTA MONICA,CA,LOS ANGELES,06037,1,237,87
HOBE SOUND BIBLE COLLEGE,219,HOBE SOUND,FL,MARTIN,12085,1,177,42
RUST COLLEGE,935,HOLLY SPRINGS,MS,MARSHALL,28093,1,738,197
ST JOHN'S SEMINARY,170,CAMARILLO,CA,VENTURA,06111,1,104,66
NORTHWESTERN COLLEGE,1769,ORANGE CITY,IA,SIOUX,19167,2,1412,357
WESTERN NEW MEXICO UNIVERSITY,3689,SILVER CITY,NM,GRANT,35017,2,3193,496
SUNY BUFFALO STATE,10427,BUFFALO,NY,ERIE,36029,3,8658,1769
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER-NEW ORLEANS,5081,NEW ORLEANS,LA,ORLEANS,22071,2,2820,2261
GORDON COLLEGE,2509,WENHAM,MA,ESSEX,25009,2,1857,652
CALIFORNIA GRADUATE SCHOOL OF THEOLOGY,39,GARDEN GROVE,CA,ORANGE,06059,1,32,7
SANS TECHNOLOGY INSTITUTE,635,BETHESDA,MD,MONTGOMERY,24031,1,504,131
YESHIVA SHAAR EPHRAIM,123,MONSEY,NY,ROCKLAND,36087,1,99,24
SAINT LUKE'S COLLEGE OF HEALTH SCIENCES,746,KANSAS CITY,MO,JACKSON,29095,1,635,111
WEST VIRGINIA UNIVERSITY INSTITUTE OF TECHNOLOGY,2063,BECKLEY,WV,RALEIGH,54081,2,1794,269
NEW YORK COLLEGE OF HEALTH PROFESSIONS,635,SYOSSET,NY,"NASSAU",36059,1,505,130
THE KING'S COLLEGE,630,NEW YORK,NY,NEW YORK,36061,1,544,86
CHARTER COLLEGE,2869,VANCOUVER,WA,CLARK,53011,2,2474,395
JOHN PAUL THE GREAT CATHOLIC UNIVERSITY,373,ESCONDIDO,CA,SAN DIEGO,06073,1,278,95
HOPE COLLEGE OF ARTS AND SCIENCES,219,POMPANO BEACH,FL,BROWARD,12011,1,196,23
STOCKTON UNIVERSITY,11558,GALLOWAY,NJ,ATLANTIC,34001,3,9934,1624
SOUTH UNIVERSITY-TAMPA,1037,TAMPA,FL,HILLSBOROUGH,12057,1,850,187
TROY UNIVERSITY,19239,TROY,AL,PIKE,01109,4,16436,2803
UNIVERSITY OF MICHIGAN-DEARBORN,10280,DEARBORN,MI,WAYNE,26163,3,9191,1089
UNITED TALMUDICAL SEMINARY,3019,BROOKLYN,NY,KINGS,36047,2,2765,254
UNIVERSITY OF LYNCHBURG,3720,LYNCHBURG,VA,LYNCHBURG (CITY),51680,2,2956,764
SITTING BULL COLLEGE,441,FORT YATES,ND,SIOUX,38085,1,285,156
WASHINGTON UNIVERSITY IN ST LOUIS,33334,SAINT LOUIS,MO,ST. LOUIS,29189,4,16191,17143
ALICE LLOYD COLLEGE,699,PIPPA PASSES,KY,KNOTT,21119,1,575,124
CENTRE COLLEGE,1880,DANVILLE,KY,BOYLE,21021,2,1411,469
UNIVERSITY OF PHOENIX-ILLINOIS,17,CHICAGO,IL,COOK,17031,1,17,-999
UNIVERSITY OF MAINE AT MACHIAS,775,MACHIAS,ME,WASHINGTON,23029,1,659,116
THOMAS MORE COLLEGE OF LIBERAL ARTS,117,MERRIMACK,NH,HILLSBOROUGH,33011,1,88,29
CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,18330,NEW YORK,NY,NEW YORK,36061,4,15880,2450
TOCCOA FALLS COLLEGE,2112,TOCCOA FALLS,GA,STEPHENS,13257,2,1833,279
CLAREMONT SCHOOL OF THEOLOGY,395,CLAREMONT,CA,LOS ANGELES,06037,1,331,64
UNIVERSITY OF MASSACHUSETTS-LOWELL,20659,LOWELL,MA,MIDDLESEX,25017,4,18352,2307
SUNY COLLEGE OF OPTOMETRY,748,NEW YORK,NY,NEW YORK,36061,1,409,339
UNIVERSITY OF PIKEVILLE,2658,PIKEVILLE,KY,PIKE,21195,2,2261,397
HELMS COLLEGE,386,MACON,GA,BIBB,13021,1,349,37
VERITAS BAPTIST COLLEGE,256,GREENDALE,IN,DEARBORN,18029,1,225,31
LAUREL TECHNICAL INSTITUTE,133,MEADVILLE,PA,CRAWFORD,42039,1,108,25
UNIVERSITY OF PHOENIX-CALIFORNIA,4740,ONTARIO,CA,SAN BERNARDINO,06071,2,4740,-999
UNIVERSITY OF PHOENIX-VIRGINIA,31,VIRGINIA BEACH,VA,HENRICO,51087,1,31,-999
FLORIDA POLYTECHNIC UNIVERSITY,1595,LAKELAND,FL,POLK,12105,2,1336,259
SUNY AT ALBANY,20808,ALBANY,NY,ALBANY,36001,4,17544,3264
UNIVERSITY OF CONNECTICUT,37351,STORRS,CT,TOLLAND,09013,5,27280,10071
BUENA VISTA UNIVERSITY,2478,STORM LAKE,IA,BUENA VISTA,19021,2,1815,663
CONCORDIA UNIVERSITY TEXAS,2904,AUSTIN,TX,TRAVIS,48453,2,2518,386
NORTH GREENVILLE UNIVERSITY,2895,TIGERVILLE,SC,GREENVILLE,45045,2,2426,469
UNIVERSITY OF ALASKA FAIRBANKS,9582,FAIRBANKS,AK,FAIRBANKS NORTH STAR,02090,3,7179,2403
JACKSONVILLE STATE UNIVERSITY,10202,JACKSONVILLE,AL,CALHOUN,01015,3,9021,1181
BENEDICTINE UNIVERSITY,5110,LISLE,IL,DUPAGE,17043,2,4401,709
MIDWESTERN UNIVERSITY-DOWNERS GROVE,3623,DOWNERS GROVE,IL,DUPAGE,17043,2,2970,653
INDIANA UNIVERSITY-EAST,4219,RICHMOND,IN,WAYNE,18177,2,3766,453
CLEVELAND STATE UNIVERSITY,17893,CLEVELAND,OH,CUYAHOGA,39035,4,15433,2460
UNIVERSITY OF ARKANSAS-FORT SMITH,6932,FORT SMITH,AR,SEBASTIAN,05131,3,6265,667
UNIVERSITY OF CALIFORNIA-HASTINGS COLLEGE OF LAW,1350,SAN FRANCISCO,CA,SAN FRANCISCO,06075,1,979,371
CLAREMONT MCKENNA COLLEGE,1895,CLAREMONT,CA,LOS ANGELES,06037,2,1346,549
UNIVERSITY OF ILLINOIS AT SPRINGFIELD,5120,SPRINGFIELD,IL,SANGAMON,17167,2,4275,845
UNIVERSITY OF VALLEY FORGE,761,PHOENIXVILLE,PA,CHESTER,42029,1,601,160
FLORIDA STATE UNIVERSITY,49829,TALLAHASSEE,FL,LEON,12073,5,42450,7379
ST. MARY'S COLLEGE OF MARYLAND,2002,ST. MARY'S CITY,MD,ST. MARY'S,24037,2,1513,489
WENTWORTH INSTITUTE OF TECHNOLOGY,5261,BOSTON,MA,SUFFOLK,25025,2,4449,812
CUNY LEHMAN COLLEGE,17243,BRONX,NY,BRONX,36005,4,15143,2100
NEW JERSEY INSTITUTE OF TECHNOLOGY,13373,NEWARK,NJ,ESSEX,34013,4,11518,1855
EDP UNIVERSITY OF PUERTO RICO INC-SAN SEBASTIAN,1218,SAN SEBASTIAN,PR,SAN SEBASTIÁN,72131,2,1105,113
SOUTHWEST ACUPUNCTURE COLLEGE-SANTA FE,56,SANTA FE,NM,SANTA FE,35049,1,29,27
FAITH INTERNATIONAL UNIVERSITY,283,TACOMA,WA,PIERCE,53053,1,230,53
SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,586,PEORIA,IL,PEORIA,17143,1,509,77
CALVARY UNIVERSITY,538,KANSAS CITY,MO,CASS,29037,1,430,108
RABBI JACOB JOSEPH SCHOOL,87,EDISON,NJ,MIDDLESEX,34023,1,73,14
SKIDMORE COLLEGE,3741,SARATOGA SPRINGS,NY,SARATOGA,36091,2,2663,1078
ANTIOCH UNIVERSITY-MIDWEST,22,YELLOW SPRINGS,OH,GREENE,39057,1,14,8
HEIDELBERG UNIVERSITY,1562,TIFFIN,OH,SENECA,39147,2,1247,315
LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY,218,LOUISVILLE,KY,JEFFERSON,21111,1,152,66
SAINT LOUIS UNIVERSITY,17898,SAINT LOUIS,MO,ST. LOUIS (CITY),29510,4,12799,5099
MONTANA STATE UNIVERSITY,20115,BOZEMAN,MT,GALLATIN,30031,4,16692,3423
CUNY YORK COLLEGE,9672,JAMAICA,NY,QUEENS,36081,3,8337,1335
NYACK COLLEGE,2343,NEW YORK,NY,ROCKLAND,36087,2,1981,362
NORTH CAROLINA A & T STATE UNIVERSITY,14541,GREENSBORO,NC,GUILFORD,37081,4,12556,1985
LAKE ERIE COLLEGE,1309,PAINESVILLE,OH,LAKE,39085,2,1056,253
PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO,973,ARECIBO,PR,ARECIBO,72013,1,852,121
INTER AMERICAN UNIVERSITY OF PUERTO RICO-SAN GERMAN,4955,SAN GERMAN,PR,SAN GERMÁN,72125,2,4404,551
TUSKEGEE UNIVERSITY,3648,TUSKEGEE,AL,MACON,01087,2,2876,772
"NAZARENE THEOLOGICAL SEMINARY",301,KANSAS CITY,MO,JACKSON,29095,1,230,71
UNIVERSITY OF CENTRAL OKLAHOMA,16700,EDMOND,OK,OKLAHOMA,40109,4,14821,1879
WON INSTITUTE OF GRADUATE STUDIES,149,GLENSIDE,PA,MONTGOMERY,42091,1,71,78
UNIVERSITY OF THE POTOMAC-VA CAMPUS,144,FALLS CHURCH,VA,FAIRFAX,51059,1,144,-999
BIRTHINGWAY COLLEGE OF MIDWIFERY,34,PORTLAND,OR,MULTNOMAH,41051,1,14,20
CALIFORNIA STATE UNIVERSITY-SACRAMENTO,35219,SACRAMENTO,CA,SACRAMENTO,06067,5,31992,3227
DRAKE UNIVERSITY,6061,DES MOINES,IA,POLK,19153,2,4884,1177
SOUTHWESTERN ADVENTIST UNIVERSITY,872,KEENE,TX,JOHNSON,48251,1,687,185
PRINCIPIA COLLEGE,741,ELSAH,IL,JERSEY,17083,1,407,334
BENEDICT COLLEGE,2415,COLUMBIA,SC,RICHLAND,45079,2,2040,375
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,35158,CHARLOTTESVILLE,VA,ALBEMARLE,51003,5,25012,10146
UNITED STATES AIR FORCE ACADEMY,4633,USAF ACADEMY,CO,EL PASO,08041,2,4304,329
BOWDOIN COLLEGE,2890,BRUNSWICK,ME,CUMBERLAND,23005,2,1835,1055
LOGAN UNIVERSITY,1962,CHESTERFIELD,MO,ST. LOUIS,29189,2,1664,298
MIDWESTERN BAPTIST THEOLOGICAL SEMINARY,3360,KANSAS CITY,MO,CLAY,29047,2,3038,322
MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,9473,ROLLA,MO,PHELPS,29161,3,8088,1385
NEWSCHOOL OF ARCHITECTURE AND DESIGN,689,SAN DIEGO,CA,SAN DIEGO,06073,1,497,192
NORTHEASTERN ILLINOIS UNIVERSITY,8687,CHICAGO,IL,COOK,17031,3,7423,1264
TREVECCA NAZARENE UNIVERSITY,4605,"NASHVILLE",TN,DAVIDSON,47037,2,4088,517
DIVINE MERCY UNIVERSITY,396,STERLING,VA,ARLINGTON,51013,1,340,56
THE COLLEGE OF SAINT SCHOLASTICA,4670,DULUTH,MN,ST. LOUIS,27137,2,3906,764
